Tarih,Cadde,Enlem,Boylam,Yogunluk,Renk,Durum,Saat,Gun
2025-08-31 11:41:49.274093,Altınyol (Anadolu Cad.),38.456,27.175,18,Yesil,Acik,11,6
2025-08-03 12:53:27.274093,Manas Bulvarı,38.45,27.2,23,Yesil,Acik,12,6
2025-09-02 15:38:13.274093,Manas Bulvarı,38.45,27.2,21,Yesil,Acik,15,1
2025-10-27 04:17:33.274093,Altınyol (Anadolu Cad.),38.456,27.175,14,Yesil,Acik,4,0
2025-10-30 22:50:34.274093,Altınyol (Anadolu Cad.),38.456,27.175,21,Yesil,Acik,22,3
2025-08-15 05:05:16.274093,Altınyol (Anadolu Cad.),38.456,27.175,15,Yesil,Acik,5,4
2025-10-11 15:40:47.274093,Manas Bulvarı,38.45,27.2,66,Turuncu,Akici Yogun,15,5
2025-12-06 14:16:22.274093,Talatpaşa Bulvarı,38.432,27.142,44,Turuncu,Akici Yogun,14,5
2025-09-03 12:44:27.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,29,Yesil,Acik,12,2
2025-09-20 03:42:35.274093,Talatpaşa Bulvarı,38.432,27.142,27,Yesil,Acik,3,5
2025-09-25 19:14:34.274093,Yeşildere Caddesi,38.405,27.155,89,Kirmizi,Cok Yogun,19,3
2025-09-08 04:31:51.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,24,Yesil,Acik,4,0
2025-10-21 20:33:54.274093,Talatpaşa Bulvarı,38.432,27.142,23,Yesil,Acik,20,1
2025-12-10 13:20:45.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,20,Yesil,Acik,13,2
2025-11-18 20:24:53.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,20,1
2025-09-02 15:13:09.274093,Manas Bulvarı,38.45,27.2,27,Yesil,Acik,15,1
2025-12-04 07:36:02.274093,Talatpaşa Bulvarı,38.432,27.142,71,Kirmizi,Cok Yogun,7,3
2025-07-28 02:35:05.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,2,0
2025-11-06 15:41:24.274093,Yeşildere Caddesi,38.405,27.155,24,Yesil,Acik,15,3
2025-08-27 12:57:10.274093,Altınyol (Anadolu Cad.),38.456,27.175,11,Yesil,Acik,12,2
2025-07-29 20:16:16.274093,Yeşildere Caddesi,38.405,27.155,24,Yesil,Acik,20,1
2025-12-01 20:52:05.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,12,Yesil,Acik,20,0
2025-07-03 03:24:42.274093,Manas Bulvarı,38.45,27.2,24,Yesil,Acik,3,3
2025-11-19 01:02:30.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,24,Yesil,Acik,1,2
2025-08-01 23:19:25.274093,Yeşildere Caddesi,38.405,27.155,19,Yesil,Acik,23,4
2025-11-10 11:33:01.274093,Talatpaşa Bulvarı,38.432,27.142,18,Yesil,Acik,11,0
2025-08-13 17:02:01.274093,Talatpaşa Bulvarı,38.432,27.142,80,Kirmizi,Cok Yogun,17,2
2025-12-05 10:14:25.274093,Yeşildere Caddesi,38.405,27.155,25,Yesil,Acik,10,4
2025-10-11 18:07:11.274093,Manas Bulvarı,38.45,27.2,15,Yesil,Acik,18,5
2025-10-10 16:29:44.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,16,4
2025-10-08 12:34:20.274093,Altınyol (Anadolu Cad.),38.456,27.175,15,Yesil,Acik,12,2
2025-08-14 04:51:31.274093,Talatpaşa Bulvarı,38.432,27.142,23,Yesil,Acik,4,3
2025-09-11 06:00:27.274093,Manas Bulvarı,38.45,27.2,18,Yesil,Acik,6,3
2025-08-07 13:14:36.274093,Altınyol (Anadolu Cad.),38.456,27.175,24,Yesil,Acik,13,3
2025-10-11 00:29:30.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,15,Yesil,Acik,0,5
2025-11-07 06:55:12.274093,Altınyol (Anadolu Cad.),38.456,27.175,11,Yesil,Acik,6,4
2025-09-01 00:11:58.274093,Yeşildere Caddesi,38.405,27.155,16,Yesil,Acik,0,0
2025-10-09 12:50:23.274093,Altınyol (Anadolu Cad.),38.456,27.175,24,Yesil,Acik,12,3
2025-10-20 11:32:53.274093,Manas Bulvarı,38.45,27.2,16,Yesil,Acik,11,0
2025-11-15 16:48:59.274093,Altınyol (Anadolu Cad.),38.456,27.175,59,Turuncu,Akici Yogun,16,5
2025-07-14 00:04:13.274093,Manas Bulvarı,38.45,27.2,23,Yesil,Acik,0,0
2025-10-10 04:48:01.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,4,4
2025-11-07 08:32:40.274093,Manas Bulvarı,38.45,27.2,94,Kirmizi,Cok Yogun,8,4
2025-08-23 09:25:39.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,9,5
2025-08-22 19:06:24.274093,Altınyol (Anadolu Cad.),38.456,27.175,85,Kirmizi,Cok Yogun,19,4
2025-11-02 13:08:50.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,67,Turuncu,Akici Yogun,13,6
2025-10-18 11:51:16.274093,Altınyol (Anadolu Cad.),38.456,27.175,10,Yesil,Acik,11,5
2025-11-30 12:19:53.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,12,6
2025-08-01 16:07:46.274093,Altınyol (Anadolu Cad.),38.456,27.175,18,Yesil,Acik,16,4
2025-09-26 07:05:47.274093,Yeşildere Caddesi,38.405,27.155,82,Kirmizi,Cok Yogun,7,4
2025-08-02 08:39:24.274093,Manas Bulvarı,38.45,27.2,19,Yesil,Acik,8,5
2025-11-02 19:20:55.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,19,6
2025-09-25 05:00:25.274093,Manas Bulvarı,38.45,27.2,16,Yesil,Acik,5,3
2025-12-17 14:59:21.274093,Talatpaşa Bulvarı,38.432,27.142,12,Yesil,Acik,14,2
2025-08-15 23:22:48.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,23,4
2025-07-26 16:28:07.274093,Altınyol (Anadolu Cad.),38.456,27.175,64,Turuncu,Akici Yogun,16,5
2025-12-04 05:30:12.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,5,3
2025-08-30 18:34:16.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,14,Yesil,Acik,18,5
2025-12-08 21:38:59.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,21,0
2025-09-19 20:09:05.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,20,4
2025-12-19 17:05:48.274093,Altınyol (Anadolu Cad.),38.456,27.175,87,Kirmizi,Cok Yogun,17,4
2025-08-14 21:36:59.274093,Talatpaşa Bulvarı,38.432,27.142,20,Yesil,Acik,21,3
2025-07-24 14:12:19.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,14,3
2025-11-18 20:23:42.274093,Talatpaşa Bulvarı,38.432,27.142,12,Yesil,Acik,20,1
2025-11-22 06:33:43.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,6,5
2025-10-31 11:47:35.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,11,4
2025-07-04 17:07:00.274093,Manas Bulvarı,38.45,27.2,80,Kirmizi,Cok Yogun,17,4
2025-09-06 01:52:19.274093,Manas Bulvarı,38.45,27.2,11,Yesil,Acik,1,5
2025-10-22 05:21:56.274093,Talatpaşa Bulvarı,38.432,27.142,29,Yesil,Acik,5,2
2025-07-27 05:03:02.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,5,6
2025-12-06 18:57:41.274093,Manas Bulvarı,38.45,27.2,24,Yesil,Acik,18,5
2025-11-19 22:12:44.274093,Talatpaşa Bulvarı,38.432,27.142,17,Yesil,Acik,22,2
2025-09-25 19:35:06.274093,Yeşildere Caddesi,38.405,27.155,96,Kirmizi,Cok Yogun,19,3
2025-08-27 01:48:02.274093,Manas Bulvarı,38.45,27.2,21,Yesil,Acik,1,2
2025-08-31 09:17:01.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,9,6
2025-10-21 08:04:14.274093,Talatpaşa Bulvarı,38.432,27.142,82,Kirmizi,Cok Yogun,8,1
2025-10-15 17:48:56.274093,Manas Bulvarı,38.45,27.2,94,Kirmizi,Cok Yogun,17,2
2025-08-20 16:08:35.274093,Altınyol (Anadolu Cad.),38.456,27.175,28,Yesil,Acik,16,2
2025-07-10 08:54:16.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,76,Kirmizi,Cok Yogun,8,3
2025-09-19 22:59:25.274093,Yeşildere Caddesi,38.405,27.155,16,Yesil,Acik,22,4
2025-07-19 06:10:59.274093,Yeşildere Caddesi,38.405,27.155,24,Yesil,Acik,6,5
2025-12-23 13:53:09.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,13,1
2025-07-09 01:52:52.274093,Yeşildere Caddesi,38.405,27.155,11,Yesil,Acik,1,2
2025-12-04 15:20:53.274093,Manas Bulvarı,38.45,27.2,22,Yesil,Acik,15,3
2025-11-18 22:37:05.274093,Talatpaşa Bulvarı,38.432,27.142,25,Yesil,Acik,22,1
2025-09-21 22:28:47.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,22,6
2025-07-22 21:48:01.274093,Yeşildere Caddesi,38.405,27.155,15,Yesil,Acik,21,1
2025-09-03 14:12:11.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,14,2
2025-11-04 06:46:27.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,6,1
2025-06-30 02:40:04.274093,Yeşildere Caddesi,38.405,27.155,11,Yesil,Acik,2,0
2025-07-26 15:08:28.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,50,Turuncu,Akici Yogun,15,5
2025-09-30 13:07:50.274093,Yeşildere Caddesi,38.405,27.155,10,Yesil,Acik,13,1
2025-11-23 01:55:40.274093,Talatpaşa Bulvarı,38.432,27.142,26,Yesil,Acik,1,6
2025-12-08 21:30:34.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,27,Yesil,Acik,21,0
2025-09-12 15:38:19.274093,Yeşildere Caddesi,38.405,27.155,26,Yesil,Acik,15,4
2025-11-25 14:45:33.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,14,1
2025-09-22 02:55:57.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,2,0
2025-11-25 17:03:41.274093,Altınyol (Anadolu Cad.),38.456,27.175,79,Kirmizi,Cok Yogun,17,1
2025-10-18 00:42:30.274093,Manas Bulvarı,38.45,27.2,23,Yesil,Acik,0,5
2025-07-13 06:55:46.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,24,Yesil,Acik,6,6
2025-07-22 23:55:57.274093,Altınyol (Anadolu Cad.),38.456,27.175,21,Yesil,Acik,23,1
2025-11-21 20:07:56.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,25,Yesil,Acik,20,4
2025-11-27 05:35:53.274093,Yeşildere Caddesi,38.405,27.155,27,Yesil,Acik,5,3
2025-12-23 14:21:38.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,14,1
2025-08-18 09:52:17.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,94,Kirmizi,Cok Yogun,9,0
2025-08-27 03:49:09.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,17,Yesil,Acik,3,2
2025-11-23 10:19:12.274093,Talatpaşa Bulvarı,38.432,27.142,28,Yesil,Acik,10,6
2025-07-05 08:16:39.274093,Altınyol (Anadolu Cad.),38.456,27.175,24,Yesil,Acik,8,5
2025-08-20 23:14:26.274093,Talatpaşa Bulvarı,38.432,27.142,28,Yesil,Acik,23,2
2025-10-25 14:52:47.274093,Yeşildere Caddesi,38.405,27.155,70,Kirmizi,Cok Yogun,14,5
2025-11-25 17:24:44.274093,Talatpaşa Bulvarı,38.432,27.142,93,Kirmizi,Cok Yogun,17,1
2025-07-28 02:02:26.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,20,Yesil,Acik,2,0
2025-12-17 19:35:25.274093,Yeşildere Caddesi,38.405,27.155,81,Kirmizi,Cok Yogun,19,2
2025-10-27 09:21:11.274093,Altınyol (Anadolu Cad.),38.456,27.175,65,Turuncu,Akici Yogun,9,0
2025-10-19 07:23:07.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,7,6
2025-08-16 07:14:35.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,12,Yesil,Acik,7,5
2025-07-03 18:47:09.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,87,Kirmizi,Cok Yogun,18,3
2025-07-14 21:36:26.274093,Manas Bulvarı,38.45,27.2,19,Yesil,Acik,21,0
2025-08-13 15:50:44.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,11,Yesil,Acik,15,2
2025-08-02 20:25:23.274093,Manas Bulvarı,38.45,27.2,24,Yesil,Acik,20,5
2025-11-10 01:10:26.274093,Manas Bulvarı,38.45,27.2,11,Yesil,Acik,1,0
2025-09-30 03:11:36.274093,Manas Bulvarı,38.45,27.2,28,Yesil,Acik,3,1
2025-12-10 00:18:02.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,13,Yesil,Acik,0,2
2025-11-28 15:40:54.274093,Yeşildere Caddesi,38.405,27.155,29,Yesil,Acik,15,4
2025-11-15 17:35:49.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,27,Yesil,Acik,17,5
2025-07-26 23:00:38.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,16,Yesil,Acik,23,5
2025-09-02 04:20:32.274093,Talatpaşa Bulvarı,38.432,27.142,17,Yesil,Acik,4,1
2025-08-17 09:01:54.274093,Altınyol (Anadolu Cad.),38.456,27.175,23,Yesil,Acik,9,6
2025-09-10 23:06:31.274093,Manas Bulvarı,38.45,27.2,22,Yesil,Acik,23,2
2025-10-21 06:04:00.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,6,1
2025-08-24 00:09:30.274093,Talatpaşa Bulvarı,38.432,27.142,11,Yesil,Acik,0,6
2025-10-09 14:23:33.274093,Yeşildere Caddesi,38.405,27.155,28,Yesil,Acik,14,3
2025-07-12 06:10:03.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,6,5
2025-08-10 14:01:29.274093,Yeşildere Caddesi,38.405,27.155,60,Turuncu,Akici Yogun,14,6
2025-12-19 14:22:11.274093,Manas Bulvarı,38.45,27.2,25,Yesil,Acik,14,4
2025-10-08 12:15:54.274093,Talatpaşa Bulvarı,38.432,27.142,14,Yesil,Acik,12,2
2025-07-16 14:28:03.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,14,2
2025-08-07 00:00:59.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,0,3
2025-08-24 21:17:02.274093,Manas Bulvarı,38.45,27.2,18,Yesil,Acik,21,6
2025-08-25 10:56:07.274093,Manas Bulvarı,38.45,27.2,21,Yesil,Acik,10,0
2025-10-16 00:26:48.274093,Manas Bulvarı,38.45,27.2,25,Yesil,Acik,0,3
2025-10-16 13:07:59.274093,Manas Bulvarı,38.45,27.2,16,Yesil,Acik,13,3
2025-08-23 13:34:40.274093,Talatpaşa Bulvarı,38.432,27.142,62,Turuncu,Akici Yogun,13,5
2025-08-17 15:26:30.274093,Manas Bulvarı,38.45,27.2,60,Turuncu,Akici Yogun,15,6
2025-11-07 08:25:05.274093,Yeşildere Caddesi,38.405,27.155,70,Kirmizi,Cok Yogun,8,4
2025-11-10 16:00:33.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,16,0
2025-07-28 09:08:55.274093,Yeşildere Caddesi,38.405,27.155,61,Turuncu,Akici Yogun,9,0
2025-08-14 22:36:29.274093,Altınyol (Anadolu Cad.),38.456,27.175,22,Yesil,Acik,22,3
2025-10-14 11:27:56.274093,Talatpaşa Bulvarı,38.432,27.142,24,Yesil,Acik,11,1
2025-09-11 05:54:24.274093,Yeşildere Caddesi,38.405,27.155,14,Yesil,Acik,5,3
2025-10-27 04:56:28.274093,Altınyol (Anadolu Cad.),38.456,27.175,25,Yesil,Acik,4,0
2025-08-22 18:56:49.274093,Talatpaşa Bulvarı,38.432,27.142,78,Kirmizi,Cok Yogun,18,4
2025-08-22 02:56:36.274093,Yeşildere Caddesi,38.405,27.155,14,Yesil,Acik,2,4
2025-07-16 03:24:05.274093,Altınyol (Anadolu Cad.),38.456,27.175,24,Yesil,Acik,3,2
2025-09-15 23:00:12.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,17,Yesil,Acik,23,0
2025-10-17 01:59:52.274093,Yeşildere Caddesi,38.405,27.155,11,Yesil,Acik,1,4
2025-08-28 16:51:59.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,16,3
2025-07-12 21:49:13.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,21,5
2025-07-11 09:12:54.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,87,Kirmizi,Cok Yogun,9,4
2025-09-10 06:31:00.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,6,2
2025-12-22 12:19:23.274093,Yeşildere Caddesi,38.405,27.155,11,Yesil,Acik,12,0
2025-07-17 07:35:11.274093,Talatpaşa Bulvarı,38.432,27.142,65,Turuncu,Akici Yogun,7,3
2025-08-07 09:09:19.274093,Talatpaşa Bulvarı,38.432,27.142,81,Kirmizi,Cok Yogun,9,3
2025-08-21 13:57:43.274093,Talatpaşa Bulvarı,38.432,27.142,23,Yesil,Acik,13,3
2025-08-04 23:53:53.274093,Altınyol (Anadolu Cad.),38.456,27.175,24,Yesil,Acik,23,0
2025-07-14 01:30:24.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,1,0
2025-08-21 23:02:01.274093,Talatpaşa Bulvarı,38.432,27.142,16,Yesil,Acik,23,3
2025-08-04 10:01:51.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,10,0
2025-09-25 12:20:16.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,12,3
2025-12-09 10:46:16.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,10,1
2025-08-23 08:42:35.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,8,5
2025-07-13 05:03:06.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,12,Yesil,Acik,5,6
2025-08-23 09:06:26.274093,Manas Bulvarı,38.45,27.2,24,Yesil,Acik,9,5
2025-12-15 20:10:01.274093,Altınyol (Anadolu Cad.),38.456,27.175,27,Yesil,Acik,20,0
2025-10-13 08:15:02.274093,Manas Bulvarı,38.45,27.2,73,Kirmizi,Cok Yogun,8,0
2025-10-26 17:56:28.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,17,6
2025-10-10 14:11:04.274093,Talatpaşa Bulvarı,38.432,27.142,23,Yesil,Acik,14,4
2025-10-08 02:10:51.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,2,2
2025-07-20 11:06:41.274093,Manas Bulvarı,38.45,27.2,24,Yesil,Acik,11,6
2025-08-30 02:50:44.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,26,Yesil,Acik,2,5
2025-07-16 18:38:35.274093,Talatpaşa Bulvarı,38.432,27.142,89,Kirmizi,Cok Yogun,18,2
2025-08-02 07:16:37.274093,Altınyol (Anadolu Cad.),38.456,27.175,23,Yesil,Acik,7,5
2025-10-24 05:56:01.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,5,4
2025-08-12 05:00:48.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,5,1
2025-10-06 20:34:55.274093,Yeşildere Caddesi,38.405,27.155,15,Yesil,Acik,20,0
2025-12-19 15:15:20.274093,Yeşildere Caddesi,38.405,27.155,18,Yesil,Acik,15,4
2025-09-01 19:27:11.274093,Yeşildere Caddesi,38.405,27.155,88,Kirmizi,Cok Yogun,19,0
2025-11-15 22:11:48.274093,Manas Bulvarı,38.45,27.2,21,Yesil,Acik,22,5
2025-07-17 20:27:15.274093,Talatpaşa Bulvarı,38.432,27.142,28,Yesil,Acik,20,3
2025-12-12 00:29:27.274093,Altınyol (Anadolu Cad.),38.456,27.175,13,Yesil,Acik,0,4
2025-09-29 15:41:33.274093,Talatpaşa Bulvarı,38.432,27.142,28,Yesil,Acik,15,0
2025-07-16 08:19:34.274093,Altınyol (Anadolu Cad.),38.456,27.175,81,Kirmizi,Cok Yogun,8,2
2025-08-30 11:13:22.274093,Manas Bulvarı,38.45,27.2,25,Yesil,Acik,11,5
2025-11-25 18:43:13.274093,Altınyol (Anadolu Cad.),38.456,27.175,89,Kirmizi,Cok Yogun,18,1
2025-09-15 16:12:07.274093,Manas Bulvarı,38.45,27.2,24,Yesil,Acik,16,0
2025-07-30 12:41:18.274093,Talatpaşa Bulvarı,38.432,27.142,17,Yesil,Acik,12,2
2025-11-22 18:43:55.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,18,5
2025-08-20 16:04:16.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,16,2
2025-07-16 10:36:58.274093,Altınyol (Anadolu Cad.),38.456,27.175,14,Yesil,Acik,10,2
2025-11-20 14:22:02.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,14,3
2025-09-07 14:43:58.274093,Yeşildere Caddesi,38.405,27.155,66,Turuncu,Akici Yogun,14,6
2025-08-26 15:20:35.274093,Altınyol (Anadolu Cad.),38.456,27.175,25,Yesil,Acik,15,1
2025-11-15 08:12:35.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,8,5
2025-08-06 10:35:54.274093,Talatpaşa Bulvarı,38.432,27.142,28,Yesil,Acik,10,2
2025-12-24 07:25:42.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,82,Kirmizi,Cok Yogun,7,2
2025-10-10 14:27:07.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,21,Yesil,Acik,14,4
2025-10-16 11:16:26.274093,Yeşildere Caddesi,38.405,27.155,14,Yesil,Acik,11,3
2025-08-13 07:44:48.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,69,Turuncu,Akici Yogun,7,2
2025-07-25 11:35:19.274093,Yeşildere Caddesi,38.405,27.155,22,Yesil,Acik,11,4
2025-09-11 08:54:23.274093,Manas Bulvarı,38.45,27.2,70,Kirmizi,Cok Yogun,8,3
2025-09-19 10:38:16.274093,Yeşildere Caddesi,38.405,27.155,29,Yesil,Acik,10,4
2025-10-31 00:25:07.274093,Talatpaşa Bulvarı,38.432,27.142,22,Yesil,Acik,0,4
2025-11-15 18:29:03.274093,Yeşildere Caddesi,38.405,27.155,17,Yesil,Acik,18,5
2025-11-12 11:13:53.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,11,2
2025-12-10 20:48:20.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,25,Yesil,Acik,20,2
2025-07-09 14:25:30.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,14,2
2025-10-21 21:24:15.274093,Altınyol (Anadolu Cad.),38.456,27.175,17,Yesil,Acik,21,1
2025-11-02 02:59:14.274093,Altınyol (Anadolu Cad.),38.456,27.175,26,Yesil,Acik,2,6
2025-09-23 14:57:23.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,14,1
2025-08-03 00:53:15.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,18,Yesil,Acik,0,6
2025-07-06 07:55:57.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,20,Yesil,Acik,7,6
2025-07-09 22:04:59.274093,Yeşildere Caddesi,38.405,27.155,24,Yesil,Acik,22,2
2025-08-26 18:10:17.274093,Manas Bulvarı,38.45,27.2,80,Kirmizi,Cok Yogun,18,1
2025-07-17 07:35:50.274093,Altınyol (Anadolu Cad.),38.456,27.175,89,Kirmizi,Cok Yogun,7,3
2025-11-12 12:33:55.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,18,Yesil,Acik,12,2
2025-07-24 06:31:39.274093,Manas Bulvarı,38.45,27.2,17,Yesil,Acik,6,3
2025-10-29 11:58:12.274093,Yeşildere Caddesi,38.405,27.155,10,Yesil,Acik,11,2
2025-11-13 00:49:15.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,0,3
2025-12-24 05:33:36.274093,Altınyol (Anadolu Cad.),38.456,27.175,17,Yesil,Acik,5,2
2025-12-13 01:14:46.274093,Manas Bulvarı,38.45,27.2,28,Yesil,Acik,1,5
2025-07-26 22:37:31.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,22,5
2025-10-20 20:24:59.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,20,0
2025-07-09 16:23:50.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,16,2
2025-08-21 05:54:49.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,15,Yesil,Acik,5,3
2025-11-28 01:09:16.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,1,4
2025-09-25 16:33:32.274093,Talatpaşa Bulvarı,38.432,27.142,20,Yesil,Acik,16,3
2025-08-07 17:23:01.274093,Yeşildere Caddesi,38.405,27.155,82,Kirmizi,Cok Yogun,17,3
2025-09-05 00:01:16.274093,Yeşildere Caddesi,38.405,27.155,18,Yesil,Acik,0,4
2025-07-06 09:18:20.274093,Manas Bulvarı,38.45,27.2,23,Yesil,Acik,9,6
2025-11-01 10:38:34.274093,Altınyol (Anadolu Cad.),38.456,27.175,29,Yesil,Acik,10,5
2025-11-04 08:01:28.274093,Yeşildere Caddesi,38.405,27.155,90,Kirmizi,Cok Yogun,8,1
2025-08-23 23:59:47.274093,Manas Bulvarı,38.45,27.2,15,Yesil,Acik,23,5
2025-08-18 08:01:12.274093,Talatpaşa Bulvarı,38.432,27.142,83,Kirmizi,Cok Yogun,8,0
2025-11-19 23:03:34.274093,Talatpaşa Bulvarı,38.432,27.142,17,Yesil,Acik,23,2
2025-09-16 12:59:49.274093,Manas Bulvarı,38.45,27.2,10,Yesil,Acik,12,1
2025-11-30 23:40:50.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,23,6
2025-07-27 08:16:11.274093,Manas Bulvarı,38.45,27.2,10,Yesil,Acik,8,6
2025-11-26 16:10:26.274093,Yeşildere Caddesi,38.405,27.155,15,Yesil,Acik,16,2
2025-10-27 14:29:21.274093,Talatpaşa Bulvarı,38.432,27.142,27,Yesil,Acik,14,0
2025-12-12 19:57:28.274093,Manas Bulvarı,38.45,27.2,89,Kirmizi,Cok Yogun,19,4
2025-10-12 01:23:36.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,1,6
2025-07-09 09:29:04.274093,Talatpaşa Bulvarı,38.432,27.142,72,Kirmizi,Cok Yogun,9,2
2025-09-29 09:49:33.274093,Talatpaşa Bulvarı,38.432,27.142,83,Kirmizi,Cok Yogun,9,0
2025-08-23 07:06:48.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,7,5
2025-10-26 03:23:18.274093,Manas Bulvarı,38.45,27.2,22,Yesil,Acik,3,6
2025-09-04 02:50:07.274093,Talatpaşa Bulvarı,38.432,27.142,26,Yesil,Acik,2,3
2025-09-28 23:26:50.274093,Manas Bulvarı,38.45,27.2,29,Yesil,Acik,23,6
2025-12-19 21:16:45.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,21,4
